,Name,ICAO,Callsign,Country,Active
4458,Servicos De Alquiler,SQL,ALQUILER,Mexico,N
4459,Sair Aviation,SRA,SAIR,Canada,N
4460,Searca,SRC,SEARCA,Colombia,N
4461,Siem Reap Airways,SRH,SIEMREAP AIR,Cambodia,Y
4462,Sky Work Airlines,SRK,SKYFOX,Switzerland,N
4463,Swedline Express,SRL,Starline,Sweden,N
4464,Servicios Aeronauticos Aero Personal,SRL,SERVICIOS PERSONAL,Mexico,N
4465,Sirair,SRN,SIRAIR,Russia,N
4466,Servicios Aereos Ejecutivos Saereo,SRO,SAEREO,Ecuador,N
4467,South East Asian Airlines,SRQ,SEAIR,Philippines,Y
4468,Star Air,SRR,WHITESTAR,Denmark,N
4469,Selkirk Remote Sensing,SRS,PHOTO CHARLIE,Canada,N
4470,Star Up,SRU,STAR-UP,Peru,N
4471,Sarit Airlines,SRW,SARIA,Sudan,N
4472,Sierra Expressway Airlines,SRX,SIERRA EX,United States,N
4473,Strato Air Services,SRZ,STRATO,South Africa,N
4474,Sasair,SSB,SASIR,Canada,N
4475,Southern Seaplane,SSC,SOUTHERN SKIES,United States,N
4476,Star Service International,SSD,STAR SERVICE,France,N
4477,Servicios Aereos Sunset,SSE,SUNSET,Mexico,N
4478,Severstal,SSF,SEVERSTAL,Russia,N
4479,Slovak Government Flying Service,SSG,SLOVAK GOVERNMENT,Slovakia,N
4480,SwedJet Airways,BBB,BLACKBIRD,Sweden,N
4481,Skystar International,SSK,SKYSTAR,United States,N
4482,Special Scope Limited,SSO,DOPE,United Kingdom,N
4483,Starspeed,SSP,STARSPEED,United Kingdom,N
4484,Sunstate Airlines,SSQ,SUNSTATE,Australia,N
4485,SAESA,SSS,SAESA,Spain,N
4486,Sunwest Airlines,SST,SUNFLIGHT,Canada,N
4487,SASCA,SSU,SASCA,Venezuela,N
4488,Skyservice Airlines,SSV,SKYTOUR,Canada,Y
4489,Streamline Aviation,SSW,STREAMLINE,United Kingdom,N
4490,Sky Aviation,SSY,SIERRA SKY,Sierra Leone,N
4491,Specsavers Aviation,SSZ,SPECSAVERS,United Kingdom,N
4492,Star Aviation,STA,STAR,United Kingdom,N
4493,Status-Alpha Airline,STB,STATUS-ALPHA,Ukraine,N
4494,Stadium City Limited,STC,STADIUM,United Kingdom,N
4495,Servicios De Aerotransportacion De Aguascalientes,STD,AERO AGUASCALINETES,Mexico,N
4496,Semitool Europe,STE,SEMITRANS,United Kingdom,N
4497,SFT-Sudanese Flight,STF,,Sudan,N
4498,Sedalia,STG, Marshall, Boonville Stage Line,N
4499,South-Airlines,STH,,Armenia,N
4500,Sontair,STI,SONTAIR,Canada,N
4501,Sella Aviation,STJ,STELLAVIA,Netherlands,N
4502,Stapleford Flight Centre,STL,STAPLEFORD,United Kingdom,N
4503,Streamline Ops,STO,SLOPS,Russia,N
4504,Star Air,STQ,STERA,Indonesia,N
4505,Servicios de Transportes A,STU,FUEGUINO,Argentina,Y
4506,Star African Air,STU,STARSOM,Somali Republic,N
4507,Southern Aviation,STV,SOUTHERN AVIATION,Ghana,N
4508,South West Air Corporation,STW,SIERRA WHISKEY,Philippines,N
4509,Stars Away Aviation,STX,STARSAWAY,South Africa,N
4510,Styrian Airways,STY,STYRIAN,Austria,N
4511,Silesia Air,SUA,AIR SILESIA,Czech Republic,N
4512,Suburban Air Freight,SUB,SUB AIR,United States,N
4513,Sudan Airways,SUD,SUDANAIR,Sudan,Y
4514,Sun Air (Fiji),SUF,SUNFLOWER,Fiji,N
4515,Sunu Air,SUG,SUNU AIR,Senegal,N
4516,Sun Light,SUH,LIGHT AIR,Kyrgyzstan,N
4517,Swiss Air Force,SUI,SWISS AIR FORCE,Switzerland,N
4518,Superior Aviation Services,SUK,SKYCARGO,Kenya,N
4519,State Unitary Air Enterprise,SUM,SUMES,Russia,N
4520,Sun Air,SUR,,Egypt,N
4521,Sun Air of Scandinavia,SUS,SUNSCAN,Denmark,N
4522,Sistemas Aeronauuticos 2000,SUT,SISTEMAS AERONAUTICOS,Mexico,N
4523,Star West Aviation,SUU,SUNSTAR,United States,N
4524,Sundance Air,SUV,DANCEAIR,Venezuela,N
4525,Saudi Arabian Airlines,SVA,SAUDIA,Saudi Arabia,Y
4526,St. Vincent Grenadines Air (1990),SVD,GRENADINES,Saint Vincent and the Grenadines,N
4527,Swedish Armed Forces,SVF,SWEDEFORCE,Sweden,N
4528,Sahel Airlines,AWJ,SAHEL AIRLINES,Niger,N
4529,Sterling Helicopters,SVH,SILVER,United Kingdom,N
4530,Servicios De Transporte Aereo,SVI,SETRA,Mexico,N
4531,Sabre Pacific,APD,,Australia,N
4532,Silver Air,SVJ,,Djibouti,N
4533,Sevastopol-Avia,SVL,SEVAVIA,Ukraine,N
4534,Savanair (Angola),SVN,SAVANAIR,Angola,N
4535,Servicios Aeronauticos De Oriente,SVO,SERVIORIENTE,Mexico,N
4536,Servicios Aereos Saar,SVS,AEREOS SAAR,Mexico,N
4537,Seven Four Eight Air Services,SVT,SIERRA SERVICES,Luxembourg,N
4538,Security Aviation,SVX,SECURITY AIR,United States,N
4539,Southwest Airlines,SWA,SOUTHWEST,United States,Y
4540,Swissboogie Parapro,SWB,SWISSBOOGIE,Switzerland,N
4541,South West Air,SWC,SAINT CLAIR,Canada,N
4542,Southern Winds Airlines,SWD,SOUTHERN WINDS,Argentina,Y
4543,Swedeways,SWE,SWEDELINE,Sweden,N
4544,Spurling Aviation,ASL,AIR SEATTLE,United States,N
4545,Sunwing Airlines,SWG,SUNWING,Canada,N
4546,Sunworld Airlines,SWI,SUNWORLD,United States,N
4547,Stateswest Airlines,SWJ,STATES,United States,N
4548,Surninam International Victory Airline,SWO,SIVA,Suriname,N
4549,Star Work Sky,SWP,STAR WORK,Italy,N
4550,Swift Air (Interstate Equipment Leasing),SWQ,SWIFTFLIGHT,United States,N
4551,Swiss International Air Lines,SWR,SWISS,Switzerland,Y
4552,Swissair,SWR,Swissair,Switzerland,Y
4553,Sunwest Aviation (Lindquist Investment),SWS,SUNNY WEST,United States,N
4554,Swiftair,SWT,SWIFT,Spain,N
4555,Swiss European Air Lines,SWU,EUROSWISS,Switzerland,Y
4556,Swe Fly,SWV,FLYING SWEDE,Sweden,Y
4557,Shovkoviy Shlyah,SWW,WAY AERO,Ukraine,N
4558,Swazi Express Airways,SWX,SWAZI EXPRESS,Swaziland,N
4559,Sky Jet,SWY,SWISSLINK,Switzerland,N
4560,Servair,SWZ, Private Charter,SWISSBIRD,N
4561,Southern Cross Aviation,SXA,FERRY,United States,N
4562,Sky Exec Aviation Services,SXC,SKY EXEC,Nigeria,N
4563,Southeast Express Airlines,SXE,DOGWOOD EXPRESS,United States,N
4564,Servicios Aereos Sepecializados Mexicanos,SXM,SERVIMEX,Mexico,N
4565,SunExpress,SXS,SUNEXPRESS,Turkey,Y
4566,Servicios De Taxi Aereo,SXT,SERTA,Mexico,N
4567,Satellite Aero,SXX,SATELLITE EXPRESS,United States,N
4568,Safari Express Cargo,SXY,SAFARI EXPRESS,Kenya,N
4569,Skyways,SYA,LINEAS CARDINAL,Argentina,N
4570,Systec 2000,SYC,SYSTEC,United States,N
4571,Sheba Aviation,SYE,,Yemen,N
4572,Sky One Express Airlines,SYF,SKY FIRST,United States,N
4573,Synergy Aviation,SYG,SYNERGY,United Kingdom,N
4574,Sonalysts,SYI,,United States,N
4575,Slate Falls Airways,SYJ,,Canada,N
4576,Satsair,SYK,AEROCAB,United States,N
4577,Syncrude Canada,SYN,SYNCRUDE,Canada,N
4578,Syrian Arab Airlines,SYR,SYRIANAIR,Syrian Arab Republic,Y
4579,Shawbury Flying Training Unit,SYS,SHAWBURY,United Kingdom,N
4580,Special Aviation Systems,SYV,SPECIAL SYSTEM,United States,N
4581,Skywalk Airlines,SYX,SKYWAY-EX,United States,Y
4582,Silk Way Airlines,AZQ,SILK LINE,Azerbaijan,N
4583,South African Historic Flight,SYY,SKY COACH,South Africa,N
4584,Servicios Aeronauticos Z,SZT,AERO ZEE,Mexico,N
4585,Specavia Air Company,BHV,AVIASPEC,Russia,N
4586,Starair,BLY,BLARNEY,Ireland,N
4587,Sundance Air,BNC,BARNACLE AIR,United States,N
4588,Samara Airlines,BRZ,BERYOZA,Russia,N
4589,Spark+ Joint-Stock Company,BVV,SPARK,Russia,N
4590,Swedish Civil Aviation Administration,CBN,CALIBRATION,Sweden,N
4591,Shandong Airlines,CDG,SHANDONG,China,Y
4592,Spectrem Air,CDS,SPECDAS,South Africa,N
4593,Servicios Aereos Centrales,CEE,CENTRA AEREOS,Mexico,N
4594,Swedish Airlines,CFL,SWEDISH,Sweden,N
4595,Seagle Air,CGL,SEAGLE,Slovakia,N
4596,Sirius-Aero,CIG,SIRIUS AERO,Russia,N
4597,Sunwest Home Aviation,CNK,CHINOOK,Canada,N
4598,SAS Braathens,CNO,SCANOR,Norway,Y
4599,Spring Airlines,CQH,AIR SPRING,China,Y
4600,Sichuan Airlines,CSC,SI CHUAN,China,Y
4601,Shanghai Airlines,CSH,SHANGHAI AIR,China,Y
4602,Shuangyang General Aviation,CSY,SHUANGYANG,China,N
4603,Shenzhen Airlines,CSZ,SHENZHEN AIR,China,Y
4604,Shanxi Airlines,CXI,SHANXI,China,N
4605,Sioux Falls Aviation,DKT,DAKOTA,United States,N
4606,Servicios Aereos Elite,DKY,DAKOY,Spain,N
4607,Servicios Aereos Denim,DNI,AERO DENIM,Mexico,N
4608,Swiss Eagle,EAB,SWISS EAGLE,Switzerland,N
4609,Skypower Express Airways,EAN,NIGERIA EXPRESS,Nigeria,N
4610,Scenic Air,ENR,,Namibia,N
4611,Sun D'Or,ERO,ECHO ROMEO,Israel,Y
4612,SkyEurope,ESK,RELAX,Slovakia,Y
4613,Sunshine Express Airlines,EXL,,Australia,N
4614,South African Express,EXY,EXPRESSWAYS,South Africa,N
4615,Stuttgarter Flugdienst,FFD,FIRST FLIGHT,Germany,N
4616,Shalom Air Services,FFH,PEACE AIR,Nigeria,N
4617,Silverjet,FJE,ENVOY,United Kingdom,N
4618,Sky Bus,FLH,MILE HIGH,United States,N
4619,South Coast Aviation,GAD,SOUTHCOAST,United Kingdom,N
4620,Servicios Aereos Gadel,GDE,GADEL,Mexico,N
4621,S.P. Aviation,GDG,GOLDEN GATE,United States,N
4622,Seba Airlines,GIK,SEBA,Guinea,N
4623,Servicios Aereos Gana,GNA,SERVIGANA,Mexico,N
4624,Sky Wings Airlines,GSW,,Greece,N
4625,Star XL German Airlines,GXL,STARDUST,Germany,N
4626,Skyhaul,HAU,SKYHAUL,Japan,N
4627,Starship,HIP,STARSA,Mexico,N
4628,Servicios Ejecutivos Gosa,HJE,GOSA,Mexico,N
4629,Superior Aviation,HKA,SPEND AIR,United States,N
4630,Samaritan Air Service,HLO,HALO,Canada,N
4631,Skyraidybos Mokymo Centras,HRI,HELIRIM,Lithuania,N
4632,Sky Europe Airlines,HSK,MATRA,Slovakia,Y
4633,Svenska Direktflyg,HSV,HIGHSWEDE,Sweden,N
4634,Sky Helicopteros,HSY,HELISKY,Spain,N
4635,Skytaxi,IGA,IGUANA,Poland,N
4636,Silvair,IJS,,United States,N
4637,Servicios Aereos Ilsa,ILS,SERVICIOS ILSA,Mexico,N
4638,Sincom-Avia,INK,SINCOM AVIA,Ukraine,N
4639,Safat Airlines,IRV,SAFAT AIR,Iran,N
4640,Saha Airlines Services,IRZ,SAHA,Iran,N
4641,Sunline Express,JAM,SUNTRACK,Kenya,N
4642,Secure Air Charter,JCM,SECUREAIR,United States,N
4643,Sark International Airways,JIM,SARK,United Kingdom,N
4644,Spanair,JKK,SPANAIR,Spain,Y
4645,Salem,KKS,KOKSHE,Kazakhstan,N
4646,Servicios Aereos Copters,KOP,COPTERS,Chile,N
4647,Servicios Aereos Expecializados En Transportes Petroleros,KSP,SAEP,Colombia,N
4648,Skybridge Airops,KYB,SKY AIROPS,Italy,N
4649,Sky Aeronautical Services,KYR,SKY AERONAUTICAL,Mexico,N
4650,Servicios Aereos Ejecutivos De La Laguna,LGU,LAGUNA,Mexico,N
4651,Servico Leo Lopex,LLA,LEO LOPOZ,Mexico,N
4652,Servicios Aereos Estrella,LLS,SERVIESTRELLA,Mexico,N
4653,South African Air Force,LMG,SOUTH AFRICAN,South Africa,N
4654,Sky Limo Corporation,LMO,SKY LIMO,United States,N
4655,SANSA,LRS,,Costa Rica,N
4656,Spectrum Aviation Incorporated,LSP,AIR TONY,United Kingdom,N
4657,SOS Helikoptern Gotland,MCG,MEDICOPTER,Sweden,N
4658,Sundt Air,MDT,MIDNIGHT,Norway,N
4659,Servicios Aereos Milenio,MLO,MILENIO,Mexico,N
4660,SAAD (A320) Limited,MMS,MUSAAD AIR,Cayman Islands,N
4661,Servicios Aereos Moritani,MRI,MORITANI,Mexico,N
4662,San Juan Airlines,MRR,MARINER,United States,N
4663,Servico Aereo Regional,MSG,SAR-REGIONAL,Mozambique,N
4664,Servicio De Viglancia Aerea Del Ministerio De Seguridad Publica,MSP,SEGURIDAD,Costa Rica,N
4665,Servicios Aereos MTT,MTG,,Mexico,N
4666,Sabre Pacific,,,Australia,N
4667,Sabre,,,United States,N
4668,Sierra Nevada Airlines,,,United States,N
4669,Siren-Travel,,,Russia,N
4670,Sirena,,,Russia,N
4671,Sky Trek International Airlines,,,,N
4672,Southern Cross Distribution,,,Australia,N
4673,Sutra,,,United States,N
4674,SNCF,,,France,N
4675,Star Equatorial Airlines,,,Guinea,N
4676,Seulawah Nad Air,NAD,SEULAWAH,Indonesia,N
4677,Servicios Aereos del Nazas SA de CV,NAZ,NAZAS,Mexico,N
4678,Simpson Air Ltd,NCS,COMMUTER-CANADA,Canada,N
4679,Spirit Airlines,NKS,SPIRIT WINGS,United States,Y
4680,Servicios Aereos Latinoamericanos,NON,SERVICIOS LATINO,Mexico,N
4681,Servicios Aereos Monarrez,NRZ,MONARREZ,Mexico,N
4682,Societe De Transport Aerien De Mauritanie,NSC,TRANS-SOCIETE,Mauritania,N
4683,SATENA,NSE,SATENA,Colombia,Y
4684,Servicios Aereos Del Norte,NTB,SERVINORTE,Mexico,N
4685,Servicios Intergrales De Aviacion,NTG,INTERGRALES,Mexico,N
4686,Slok Air Gambia,OKS,SLOK GAMBIA,Gambia,N
4687,Soko Aviation,OKT,SOKO AIR,Spain,N
4688,Solar Cargo,OLC,SOLARCARGO,Venezuela,N
4689,Soloflight,OLO,SOLO,United Kingdom,N
4690,Sonnig SA,ONG,SONNIG,Switzerland,N
4691,Sosoliso Airlines,OSL,SOSOLISO,Nigeria,N
4692,Servicios Aereos Noticiosos,OSS,NOTICIOSOS,Mexico,N
4693,South Airlines,OTL,SOUTHLINE,Ukraine,N
4694,Skywest Airlines,OZW,OZWEST,Australia,Y
4695,Sokol,PIV,AEROSOKOL,Russia,N
4696,South Carolina Aeronautics Commission,PLT,PALMETTO,United States,N
4697,Servicios Aereos Premier,PMR,SERVICIOS PREMIER,Mexico,N
4698,Survey Udara (Penas),PNS,PENAS,Indonesia,N
4699,Servicios Aereos Poblanos,POB,POBLANOS,Mexico,N
4700,Servicios Aereos Profesionales,PSV,PROSERVICIOS,Dominican Republic,N
4701,Southeastern Airways,PTM,POSTMAN,United States,N
4702,Spurwing Airlines,PUR,SPURWING,South Africa,N
4703,Sky Trek International Airlines,PZR,PHAZER,United States,N
4704,Shandong Airlines Rainbow Jet,RBW,CAI HONG,China,N
4705,SA Airlink Regional,REJ,REGIONAL LINK,South Africa,N
4706,Servicio Aereo Regional Regair,RER,REGAIR,Ecuador,N
4707,Scoala Superioara De Aviatie Civila,RFT,ROMANIAN ACADEMY,Romania,N
4708,Servicios Aereos Regiomontanos,RGC,REGIOMONTANO,Mexico,N
4709,S-Air,RLS,S-AIRLINES,Russia,N
4710,Servicios De Rampa Y Mostrador,RMP,SERAMSA,Mexico,N
4711,SNAS Aviation,RSE,RED SEA,Saudi Arabia,N
4712,Skybus Airlines,SKB,SKYBUS,United States,N
4713,Skymaster Air Lines,SKC,SKYMASTER AIR,United States,N
4714,Sky Harbor Air Service,SKD,SKY DAWG,United States,N
4715,Sky Tours,SKE,SKYISLE,United States,N
4716,Sakaviaservice,AZG,SAKSERVICE,Georgia,N
4717,Skycraft,SKF,SKYCRAFT,United States,N
4718,Skycraft Air Transport,SKG,SKYCRAFT-CANADA,Canada,N
4719,Skyking,SKI,SKYKING,United Kingdom,N
4720,SkyKing Turks and Caicos Airways,SKI,SKYKING,Turks and Caicos Islands,N
4721,Skylink Aviation,SKK,SKYLINK,Canada,N
4722,Skycharter (Malton),SKL,SKYCHARTER,Canada,N
4723,Skyline Aviation Services,SKN,SKYLINER,United States,N
4724,Scottish Airways Flyers,SKO,SKYWORK,United Kingdom,N
4725,Skyscapes Air Charters,SKR,SKYSCAPES,South Africa,N
4726,Sky Service,SKS,SKY SERVICE,Belgium,N
4727,Santa Barbara Airlines,BBR,SANTA BARBARA,Venezuela,Y
4728,Skystar Airways,SKT,SKY YOU,Thailand,N
4729,Sky Airline,SKU,AEROSKY,Chile,Y
4730,SkyWest,SKW,SKYWEST,United States,Y
4731,Skyways Express,SKX,SKY EXPRESS,Sweden,Y
4732,Skymark Airlines,SKY,SKYMARK,Japan,Y
4733,Skyway Enterprises,SKZ,SKYWAY-INC,United States,N
4734,Sierra National Airlines,SLA,SELAIR,Sierra Leone,N
4735,Slok Air,SLB,SLOK AIR,Nigeria,N
4736,Silver Air,SLD,SILVERLINE,Czech Republic,N
4737,Streamline,SLE,SLIPSTREAM,South Africa,N
4738,Starfly,SLF,ELISTARFLY,Italy,N
4739,Saskatchewan Government,SLG,LIFEGUARD,Canada,N
4740,Silverhawk Aviation,SLH,SILVERHAWK,United States,N
4741,Servicios Aereos de Los Angeles,AGE,AEROANGEL,Mexico,N
4742,SilkAir,SLK,SILKAIR,Singapore,Y
4743,Slovak Airlines,SLL,SLOV LINE,Slovakia,N
4744,Surinam Airways,SLM,SURINAM,Suriname,Y
4745,Sloane Aviation,SLN,SLOANE,United Kingdom,N
4746,Salpa Aviation,SLP,SALPA,Sudan,N
4747,Servicios Aereos Slainte,SLS,SERVICIOS SLAINTE,Mexico,N
4748,Stella Aviation,SLV,AVISTELLA,Mauritania,N
4749,Salama Airlines Nigeria,SLW,SALMA AIR,Nigeria,N
4750,Sete Linhas Aereas,SLX,SETE,Brazil,N
4751,Sky Line for Air Services,SLY,SKYCO,Sudan,N
4752,Super Luza,SLZ,LUZA,Angola,N
4753,SMA Airlines,SMA,SESAME,Nigeria,N
4754,Sabang Merauke Raya Air Charter,SMC,SAMER,Indonesia,N
4755,Servicios Aereos La Marquesa,SMD,SERVICIOS MARQUESA,Mexico,N
4756,Servant Air,,,United States,N
4757,Semos,SME,SEMICH,Kazakhstan,N
4758,Smalandsflyg,SMF,GORDON,Sweden,N
4759,Smithair,SMH,SMITHAIR,United States,N
4760,Semeyavia,SMK,ERTIS,Kazakhstan,N
4761,Smith Air (1976),SML,SMITH AIR,Canada,N
4762,Summit Airlines,SMM,SUMMIT-AIR,United States,N
4763,Samar Air,SMQ,SAMAR AIR,Tajikistan,N
4764,Somon Air,SMR,SOMON AIR,Tajikistan,N
4765,Skyline,SMT,SKYLIMIT,Nigeria,N
4766,Servicios Aerecs Del Sol,AOS, S.A. de C.V.,AEROSOL,N
4767,Senator Aviation Charter,SNA,SENATOR,Germany,N
4768,Sterling Airlines,SNB,STERLING,Denmark,Y
4769,Servicios Aereos De Nicaragua (SANSA),SNE,SANSA,Nicaragua,N
4770,Shans Air,SNF,SHANS AIR,Russia,N
4771,Senair Services,SNH,SENSERVICE,Senegal,N
4772,Savanah Airlines,SNI,SAVANAHLINE,Nigeria,N
4773,Skynet Asia Airways,SNJ,NEWSKY,Japan,Y
4774,Southeast Airlines (Sun Jet International),SNK,SUN KING,United States,N
4775,Soonair Lines,SNL,SOONAIR,United States,N
4776,Servizi Aerei,SNM,SERVIZI AEREI,Italy,N
4777,Sun Pacific International,SNP,SUN PACIFIC,United States,N
4778,Sun Quest Executive Air Charter,SNQ,EXECU-QUEST,United States,N
4779,Societe Centrafricaine De Transport Aerien,SNS,,Central African Republic,N
4780,Suncoast Aviation,SNT,SUNCOAST,United States,N
4781,Snunit Aviation,SNU,,Israel,N
4782,Sudanese States Aviation,SNV,SUDANESE,Sudan,N
4783,Sun West Airlines,SNW,SUN WEST,United States,N
4784,Sun Air Aviation Services,SNX,SUNEX,Canada,N
4785,Stabo Freight,SOB,STABO,Zambia,N
4786,Southern Cargo Air Lines,SOC,,Russia,N
4787,Southern Ohio Aviation Sales,SOH,SOUTHERN OHIO,United States,N
4788,Southern Aviation,SOI,SOAVAIR,Zambia,N
4789,Solomon Airlines,SOL,SOLOMON,Solomon Islands,Y
4790,Somali Airlines,SOM,SOMALAIR,Somali Republic,N
4791,Sunshine Air Tours,SON,SUNSHINE TOURS,United States,N
4792,Southern Air,SOO,SOUTHERN AIR,United States,N
4793,Solinair,SOP,SOLINAIR,Slovenia,N
4794,Sonair Servico Aereo,SOR,SONAIR,Angola,N
4795,Southeast Correct Craft,SOT,SOUTH COURIER,United States,N
4796,Southern Airways,SOU,SOUTHERN EXPRESS,United States,Y
4797,Saratov Aviation Division,SOV,SARATOV AIR,Russia,Y
4798,Sowind Air,SOW,SOWIND,Canada,N
4799,Solid Air,SOX,SOLIDAIR,Netherland,N
4800,Sat Airlines,SOZ,SATCO,Kazakhstan,Y
4801,Sierra Pacific Airlines,SPA,SIERRA PACIFIC,United States,N
4802,Springbok Classic Air,SPB,SPRING CLASSIC,South Africa,N
4803,Skyworld Airlines,SPC,PORT,United States,N
4804,Sprague Electric Company,SPE,SPRAGUE,United States,N
4805,Space World Airline,SPF,SPACE WORLD,Nigeria,N
4806,Springdale Air Service,SPG,SPRING AIR,United States,N
4807,Sapphire Executive Air,SPH,SAPPHIRE-CHARTER,South Africa,N
4808,South Pacific Island Airways,SPI,SOUTH PACIFIC,United States,Y
4809,Servicios Corporativos Aereos De La Laguna,SPL,CORPORATIVOS LAGUNA,Mexico,N
4810,Skorpion Air,SPN,AIR SKORPIO,Bulgaria,N
4811,Sapphire Aviation,SPP,SAPPHIRE,United States,N
4812,Servicios Aereos Palenque,SPQ,SERVICOS PALENQUE,Mexico,N
4813,Servicios Aereos Tribasa,TBS,TRIBASA,Mexico,N
4814,Shuttle America,TCF,MERCURY,United States,Y
4815,SAAB Nyge Aero,TGT,TARGET,Sweden,N
4816,Spark Air,THB,THAI SABAI,Thailand,N
4817,S C Ion Tiriac,TIH,TIRIAC AIR,Romania,N
4818,Starlite Aviation,TRL,STARSTREAM,South Africa,N
4819,Servicios Aereos Corporativos,TRN,AEROTRON,Mauritania,N
4820,Societe Tout Tranport Mauritanien,TTM,TOUT-AIR,Mauritania,N
4821,Servicios Aereos Tamazula,TZU,TAMAZULA,Mexico,N
4822,Shar Ink,UGP,SHARINK,Russia,N
4823,Second Sverdlovsk Air Enterprise,UKU,PYSHMA,Russia,N
4824,Servicios Aereos Universitarios,UNT,UNIVERSITARIO,Mexico,N
4825,Skif-Air,USK,SKIF-AIR,Ukraine,N
4826,Smarkand Aero Servise,USN,SAMAS,Uzbekistan,N
4827,Samarkand Airways,UZS,SOGDIANA,Uzbekistan,N
4828,Servicios Aereos Avandaro,VDO,AVANDARO,Mexico,N
4829,Stichting Vliegschool 16Hoven,VGS,SMART,Netherlands,N
4830,Silverback Cargo Freighters,VRB,SILVERBACK,Rwanda,N
4831,Sirvair,VRS,VAIRSA,Mexico,N
4832,Scat Air,VSV,VLASTA,Kazakhstan,Y
4833,Sunset Aviation,VXN,VIXEN,United States,N
4834,Sport Air Travel,WCC,WEST COAST,United States,N
4835,Swift Copters,WFC,SWIFTCOPTERS,Switzerland,N
4836,Skyrover CC,WLK,SKYWATCH,South Africa,N
4837,Safarilink Aviation,XLK,SAFARILINK,Kenya,N
4838,SENEAM,XMX,SENEAM,Mexico,N
4839,Southport Air Service,XPG,,United States,N
4840,Spectrum Air Service,XSA,,United States,N
4841,Stephenville Aviation Services,XSN,,Canada,N
4842,Servicios Aereos Textra,XTA,TEXTRA,Mexico,N
4843,Sector Airlines,XTR,EXTER,Canada,N
4844,Skyplan Services,XXS,,Canada,N
4845,Stewart Aviation Services,YBE,YELLOW BIRD,United States,N
4846,Sirin,,,,N
4847,Star Air,,,Denmark,N
4848,Servicios Aereos Integrales / Flyant,FYA,FLYANT,Spain,N
4849,State Flight Academy of Ukraine,UFA,FLIGHT ACADEMY,Ukraine,N
4850,Trans Jet Airways,SWL,TRANSJET,Sweden,N
4851,Turbot Air Cargo,TAC,TURBOT,Senegal,N
4852,Tranporte Aereo Dominicano,TAD,TRANS DOMINICAN,Dominican Republic,N
4853,TAME,TAE,TAME,Ecuador,Y
4854,Trans International Express Aviation,BAP,BIG APPLE,United States,N
4855,TAG Aviation USA,TAG,TAG U-S,United States,N
4856,Talair,TAL,TALAIR,Papua New Guinea,N
4857,TAM Brazilian Airlines,TAM,TAM,Brazil,Y
4858,Transaustralian Air Express,AUC,AUSCARGO,Australia,N
4859,TAP Portugal,TAP,AIR PORTUGAL,Portugal,Y
4860,Tunisair,TAR,TUNAIR,Tunisia,Y
4861,Transportes Aereos Tauro,TAU,TRANSTAURO,Mexico,N
4862,Travelair,TAX,TRAVELAIR,Germany,N
4863,TNT Airways,TAY,QUALITY,Belgium,N
4864,Transbrasil,TBA,TRANSBRASIL,Brazil,N
4865,Turbine Air Cargo UK,TBC,,United Kingdom,N
4866,Thunderbird Tours,TBD,ORCA,Canada,N
4867,Tropical Airways,TBG,,Haiti,N
4868,Trinity Air Bahamas,TBH,,Bahamas,N
4869,TAB Express International,TBI,TAB INTERNATIONAL,United States,N
4870,Taban Air Lines,TBM,TABAN AIR,Iran,N
4871,Teebah Airlines,TBN,TEEBAH,Sierra Leone,N
4872,Tubelair,TBR,TUBELAIR,Tunisia,N
4873,Tobago Express,TBX,TABEX,Trinidad and Tobago,N
4874,Tropican Air Services,TCA,TROPICANA,Egypt,N
4875,Transporte del Caribe,TCB,TRANSCARIBE,Colombia,N
4876,Trans Continental Airlines,TCC,TRANSCAL,Sudan,N
4877,Tchad Airlines,TCD,TCHADLINES,Chad,N
4878,Trans-Colorado Airlines,TCE,TRANS-COLORADO,United States,N
4879,Thai Air Cargo,TCG,THAI CARGO,Thailand,Y
4880,Transcontinental Air,TCH,TRANS GULF,Bahrain,N
4881,Teledyne Continental Motors,TCM,TELEDYNE,United States,N
4882,Trans Continental Airlines,TCN,TRANSCON,United States,N
4883,Transcorp Airways,TCP,TRANSCORP,United Kingdom,N
4884,Transcontinental Sur,TCT,TRANS-CONT,Uruguay,N
4885,Transglobal Airways Corporation,TCU,TRANSGLOBAL,Philippines,N
4886,Thomas Cook Airlines,TCW,THOMAS COOK,Belgium,Y
4887,Thomas Cook Airlines,TCX,KESTREL,United Kingdom,Y
4888,Twin Cities Air Service,TCY,TWIN CITY,United States,N
4889,Tadair,TDC,TADAIR,Spain,N
4890,Tellavia / Flight One,TDE,TELLURIDE,United States,N
4891,Transportes Aereos de Ixtlan,TDI,TRANSIXTLAN,Mexico,N
4892,Tandem Aero,TDM,TANDEM,Moldova,N
4893,TRADO,TDO,TRADO,Dominican Republic,N
4894,Trade Air,TDR,TRADEAIR,Croatia,N
4895,Taxi Aero Nacional Del Evora,TDV,TAXI EVORA,Mexico,N
4896,Tradewinds Airlines,TDX,TRADEWINDS EXPRESS,United States,N
4897,Tenir Airlines,TEB,TENIR AIR,Kyrgyzstan,N
4898,Teamline Air,TLW,Teamline,Austria,N
4899,Tecnicas Fotograficas,TEF,TECFOTO,Spain,N
4900,Tempelhof Airways,TEH,TEMPELHOF,United States,N
4901,Telford Aviation,TEL,TELFORD,United States,N
